,,
0.000000000000000000e+00,2.591999999999999860e-02,0.000000000000000000e+00
3.333333333333333547e-03,2.595176398528611580e-02,8.035244835111679117e-05
6.666666666666667095e-03,2.598345588235562165e-02,1.605508258013296340e-04
1.000000000000000021e-02,2.601507560317549428e-02,2.405952277179119602e-04
1.333333333333333419e-02,2.604662305991320079e-02,3.204857491953988806e-04
1.666666666666666644e-02,2.607809816493693658e-02,4.002224850563481599e-04
2.000000000000000042e-02,2.610950083081586479e-02,4.798055298521029257e-04
2.333333333333333440e-02,2.614083097032038339e-02,5.592349778635562207e-04
2.666666666666666838e-02,2.617208849642235768e-02,6.385109231019170731e-04
3.000000000000000236e-02,2.620327332229532846e-02,7.176334593094784364e-04
3.333333333333333287e-02,2.623438536131481036e-02,7.966026799603869194e-04
3.666666666666666685e-02,2.626542452705849656e-02,8.754186782614135996e-04
4.000000000000000083e-02,2.629639073330649127e-02,9.540815471527277093e-04
4.333333333333333481e-02,2.632728389404158376e-02,1.032591379308670865e-03
4.666666666666666879e-02,2.635810392344944963e-02,1.110948267138533356e-03
5.000000000000000278e-02,2.638885073591892491e-02,1.189152302787332711e-03
5.333333333333333676e-02,2.641952424604221070e-02,1.267203578136593236e-03
5.666666666666667074e-02,2.645012436861512994e-02,1.345102184805127077e-03
6.000000000000000472e-02,2.648065101863737725e-02,1.422848214149817665e-03
6.333333333333333870e-02,2.651110411131270272e-02,1.500441757266404675e-03
6.666666666666666574e-02,2.654148356204921386e-02,1.577882904990270292e-03
7.000000000000000666e-02,2.657178928645956284e-02,1.655171747897226991e-03
7.333333333333333370e-02,2.660202120036119985e-02,1.732308376304307704e-03
7.666666666666667462e-02,2.663217921977660552e-02,1.809292880270557506e-03
8.000000000000000167e-02,2.666226326093353027e-02,1.886125349597825730e-03
8.333333333333334259e-02,2.669227324026519910e-02,1.962805873831561555e-03
8.666666666666666963e-02,2.672220907441059945e-02,2.039334542261610466e-03
9.000000000000001055e-02,2.675207068021463047e-02,2.115711443923011352e-03
9.333333333333333759e-02,2.678185797472842911e-02,2.191936667596796652e-03
9.666666666666667851e-02,2.681157087520950888e-02,2.268010301810793796e-03
1.000000000000000056e-01,2.684120929912206521e-02,2.343932434840427514e-03
1.033333333333333465e-01,2.687077316413716277e-02,2.419703154709525184e-03
1.066666666666666735e-01,2.690026238813297485e-02,2.495322549191121737e-03
1.100000000000000006e-01,2.692967688919499850e-02,2.570790705808268482e-03
1.133333333333333415e-01,2.695901658561632511e-02,2.646107711834841912e-03
1.166666666666666685e-01,2.698828139589779657e-02,2.721273654296353824e-03
1.200000000000000094e-01,2.701747123874830014e-02,2.796288619970765769e-03
1.233333333333333365e-01,2.704658603308495238e-02,2.871152695389301342e-03
1.266666666666666774e-01,2.707562569803335234e-02,2.945865966837261929e-03
1.300000000000000044e-01,2.710459015292777940e-02,3.020428520354845065e-03
1.333333333333333315e-01,2.713347931731143262e-02,3.094840441737962359e-03
1.366666666666666863e-01,2.716229311093664237e-02,3.169101816539060014e-03
1.400000000000000133e-01,2.719103145376513056e-02,3.243212730067941089e-03
1.433333333333333404e-01,2.721969426596817024e-02,3.317173267392587756e-03
1.466666666666666674e-01,2.724828146792687353e-02,3.390983513339988330e-03
1.500000000000000222e-01,2.727679298023234084e-02,3.464643552496961699e-03
1.533333333333333492e-01,2.730522872368595921e-02,3.538153469210986949e-03
1.566666666666666763e-01,2.733358861929957584e-02,3.611513347591032135e-03
1.600000000000000033e-01,2.736187258829571312e-02,3.684723271508386078e-03
1.633333333333333304e-01,2.739008055210780460e-02,3.757783324597490163e-03
1.666666666666666852e-01,2.741821243238042050e-02,3.830693590256773612e-03
1.700000000000000122e-01,2.744626815096946892e-02,3.903454151649487450e-03
1.733333333333333393e-01,2.747424762994240752e-02,3.976065091704544113e-03
1.766666666666666663e-01,2.750215079157848977e-02,4.048526493117353582e-03
1.800000000000000211e-01,2.752997755836894198e-02,4.120838438350665593e-03
1.833333333333333481e-01,2.755772785301721303e-02,4.193001009635410545e-03
1.866666666666666752e-01,2.758540159843916872e-02,4.265014288971542139e-03
1.900000000000000022e-01,2.761299871776331030e-02,4.336878358128881325e-03
1.933333333333333570e-01,2.764051913433099306e-02,4.408593298647965446e-03
1.966666666666666841e-01,2.766796277169662754e-02,4.480159191840891314e-03
2.000000000000000111e-01,2.769532955362790858e-02,4.551576118792168696e-03
2.033333333333333381e-01,2.772261940410601991e-02,4.622844160359566856e-03
2.066666666666666929e-01,2.774983224732582854e-02,4.693963397174969777e-03
2.100000000000000200e-01,2.777696800769613103e-02,4.764933909645226173e-03
2.133333333333333470e-01,2.780402660983982699e-02,4.835755777953006443e-03
2.166666666666666741e-01,2.783100797859414804e-02,4.906429082057657889e-03
2.200000000000000011e-01,2.785791203901087643e-02,4.976953901696062540e-03
2.233333333333333559e-01,2.788473871635651843e-02,5.047330316383495837e-03
2.266666666666666829e-01,2.791148793611254036e-02,5.117558405414487921e-03
2.300000000000000100e-01,2.793815962397558014e-02,5.187638247863684063e-03
2.333333333333333370e-01,2.796475370585762774e-02,5.257569922586708550e-03
2.366666666666666918e-01,2.799127010788625414e-02,5.327353508221027711e-03
2.400000000000000189e-01,2.801770875640479178e-02,5.396989083186819018e-03
2.433333333333333459e-01,2.804406957797258779e-02,5.466476725687834104e-03
2.466666666666666730e-01,2.807035249936513932e-02,5.535816513712271333e-03
2.500000000000000000e-01,2.809655744757435028e-02,5.605008525033644030e-03
2.533333333333333548e-01,2.812268434980872561e-02,5.674052837211649575e-03
2.566666666666667096e-01,2.814873313349353784e-02,5.742949527593046305e-03
2.600000000000000089e-01,2.817470372627108380e-02,5.811698673312524349e-03
2.633333333333333637e-01,2.820059605600083730e-02,5.880300351293581661e-03
2.666666666666666630e-01,2.822641005075967810e-02,5.948754638249401788e-03
2.700000000000000178e-01,2.825214563884209315e-02,6.017061610683729043e-03
2.733333333333333726e-01,2.827780274876032923e-02,6.085221344891751476e-03
2.766666666666666718e-01,2.830338130924468093e-02,6.153233916960976907e-03
2.800000000000000266e-01,2.832888124924358778e-02,6.221099402772119376e-03
2.833333333333333259e-01,2.835430249792390833e-02,6.288817877999977775e-03
2.866666666666666807e-01,2.837964498467107632e-02,6.356389418114324029e-03
2.900000000000000355e-01,2.840490863908931574e-02,6.423814098380786070e-03
2.933333333333333348e-01,2.843009339100182123e-02,6.491091993861735146e-03
